US20030191947,System and method of inkblot authentication,网站链接,,操作系统内核,存储管理,缓存,是,优化缓存的操作,
US20030195885,System and method for XML based content management,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030196010,Non-blocking concurrent queues with direct node access by threads,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030196060,Multi-level cache architecture and cache management method for peer-to-peer name resolution protocol,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030200405,Page granular curtained memory via mapping control,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030200430,Collapsing chained credentials,网站链接,,操作系统内核,存储管理,缓存,是,基于文本管理服务系统的访问权限的缓存,
US20030200485,ACPI name space validation,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030204533,Method and system for detecting cross linked files,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030204552,IO completion architecture for user-mode networking,网站链接,,操作系统内核,存储管理,缓存,是,多核,
US20030204631,Method to synchronize and upload an offloaded network stack connection     with a network stack,网站链接,,操作系统内核,存储管理,缓存,是,,分布式系统
US20030204664,Cache with multiway steering and modified cyclic reuse,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030204723,Digital license with referral information,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030204834,System and method for generating a predicate abstraction of a program,网站链接,,操作系统内核,存储管理,缓存,是,,
US20030210270,Method and apparatus for managing input focus and z-order,网站链接,,操作系统内核,存储管理,其他,是,,
US20030212761,Process kernel,网站链接,,操作系统内核,存储管理,三级存储,是,存储在多媒体（磁带或可移动磁盘）的数据对象重调用,
US20030214539,Method and apparatus for hollow selection feedback,网站链接,,操作系统内核,存储管理,三级存储,是,用于检测的交叉链接文件,
US20030217165,End-to-end authentication of session initiation protocol messages using     certificates,网站链接,,操作系统内核,存储管理,三级存储,是,在存储媒体上布局文件的存储,
US20030217288,Session key secruity protocol,网站链接,,操作系统内核,存储管理,三级存储,是,,
US20030221053,Game disk layout,网站链接,,操作系统内核,存储管理,三级存储,是,,
US20030221083,System and method for filtering write operations to a storage medium     containing an operating system image,网站链接,,操作系统内核,存储管理,三级存储,是,,
US20030222908,Dynamic wizard interface system and method,网站链接,,操作系统内核,存储管理,三级存储,是,,
US20030225870,Method and system for effective management of client and server processes,网站链接,,操作系统内核,存储管理,虚拟内存,是,,
US20030225895,Peer communication channel partitioning,网站链接,,操作系统内核,存储管理,虚拟内存,是,,
US20030226017,TLS tunneling,网站链接,,操作系统内核,存储管理,虚拟内存,是,限制和访问部分内存模块的方法和设备,
US20030226033,Peer assembly inspection,网站链接,,操作系统内核,存储管理,虚拟内存,是,,
US20030233237,Integration of speech and stylus input to provide an efficient natural     input experience,网站链接,,操作系统内核,存储管理,虚拟内存,是,,
US20030233379,System and method for splitting an image across multiple computer readable media,网站链接,,操作系统内核,存储管理,虚拟内存,是,垃圾收集使用跟踪机制，本专利主要涉及到支持垃圾收集的内存管理。,
US20030233392,Method and system for managing the execution of threads and the processing of data,网站链接,,操作系统内核,存储管理,虚拟内存,是,,
US20030233558,System and method for securely booting from a network,网站链接,,操作系统内核,存储管理,虚拟内存,是,,
US20040002942,System and method for managing file names for file system filter drivers,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003086,Re-partitioning directories,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003187,System and method for using virtual memory for redirecting auxilliary memory operations,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003223,Apparatus and method to decrease boot time and hibernate awaken time of a computer system,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003267,Digital rights management (DRM) encryption and data-protection for content     on device without interactive authentication,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003269,Systems and methods for issuing usage licenses for digital content and     services,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003270,Obtaining a signed rights label (SRL) for digital content and obtaining a     digital license corresponding to the content based on the SRL in a     digital rights management system,网站链接,,操作系统内核,存储管理,主存,是,,
US20040003314,Method and system for creating and restoring an image file,网站链接,,操作系统内核,存储管理,主存,是,,
US20040025076,Computer system fault recovery using distributed fault-recovery     information,网站链接,,操作系统内核,存储管理,主存,是,一种内存管理策略，对于多个运行在主存当中的应用程序，采取逐级挑剔的策略，以达到节省主存空间的目的,
US20040034650,Media identifier registry,网站链接,,操作系统内核,存储管理,主存,是,在虚拟系统中控制物理内存的分配,
US20040034776,Authenticating peer-to-peer connections,网站链接,,操作系统内核,存储管理,主存,是,,
US20040034860,Dynamically extensible application program framework including message and     notification routing,网站链接,,操作系统内核,存储管理,主存,是,,
US20040054996,Dynamic TCP partitioning,网站链接,,操作系统内核,存储管理,主存,是,,
US20040056899,Magnification engine,网站链接,,操作系统内核,存储管理,主存,是,垃圾回收,
US20040064530,Accessibility system events mechanism and method,网站链接,,操作系统内核,存储管理,主存,是,,
US20040064647,Method and apparatus to reduce power consumption and improve read/write     performance of hard disk drives using non-volatile memory,网站链接,,操作系统内核,存储管理,主存,是,,
US20040066408,Intelligent windows bumping method and system,网站链接,,操作系统内核,存储管理,主存,是,,
US20040068734,Software license isolation layer,网站链接,,操作系统内核,存储管理,主存,是,,
US20040075695,Method and apparatus for providing context menus on a hand-held device,网站链接,,操作系统内核,存储管理,主存,是,,
US20040075696,System and method for automatic mnemonic assignment,网站链接,,操作系统内核,缓存,其他,是,Cache slot lock,
US20040088589,System and method for preserving state data of a personal computer in a     standby state in the event of an AC power failure,网站链接,,操作系统内核,进程管理,进程控制,是,,
US20040093389,Light weight file I/O over system area networks,网站链接,,操作系统内核,进程管理,进程控制,是,管道,
US20040093515,Cross platform network authentication and authorization model,网站链接,,操作系统内核,进程管理,进程控制,是,管道,
US20040098492,Digital licenses that include universally quantified variables,网站链接,,操作系统内核,进程管理,进程控制,是,manage resources,
US20040098498,Composable data streams for managing flows,网站链接,,操作系统内核,进程管理,进程控制,是,终止应用程序,
US20040098572,System and method for initiating dialup creation from modem connection to a mobile device,网站链接,,操作系统内核,进程管理,进程控制,是, managing resources of the computers,
US20040100480,Input redirection,网站链接,,操作系统内核,进程管理,进程控制,是,"managing the installation, execution, and removal ",
US20040103401,Dynamic temporal optimization framework,网站链接,,操作系统内核,进程管理,进程控制,是,calling an arbitrary function in one process from ,
US20040103417,System and method for changing operation of an application without     recompiling,网站链接,,操作系统内核,进程管理,进程控制,是,,
US20040107416,Patching of in-use functions on a running computer system,网站链接,,操作系统内核,进程管理,进程同步,是,communications mechanisms for computer processes,
US20040107421,Methods and systems for cooperative scheduling of hardware resource     elements,网站链接,,操作系统内核,进程管理,进程同步,是,非阻塞并发的线程队列,
US20040111515,Peer-to-peer identity management interfaces and methods,网站链接,,操作系统内核,进程管理,进程同步,是,efficient network communication processing,
US20040111608,Secure recovery in a serverless distributed file system,网站链接,,操作系统内核,进程管理,进程同步,是,针对客户端的资源申请，服务端可以延迟分配资源。所举例子关于C/S模式下的进程同步。,
US20040111620,Signing-in to software applications having secured features,网站链接,,操作系统内核,进程管理,进程同步,是,,
US20040117718,Systems and methods for providing improved encoding and reconstruction of     data,网站链接,,操作系统内核,进程管理,进程同步,是,communications between client/server object orient,分布式系统
US20040122931,Generating globally unique device identification,网站链接,,操作系统内核,进程管理,进程同步,是,,
US20040123185,Tools and methods for discovering race condition errors,网站链接,,操作系统内核,进程管理,进程同步,是,IPC,
US20040123299,Unified network thread management,网站链接,,操作系统内核,进程管理,进程同步,是,IPC,
US20040133602,Optimizing defragmentation operations in a differential snapshotter,网站链接,,操作系统内核,进程管理,进程同步,是,messages and communication,
US20040133611,Volume migration,网站链接,,操作系统内核,进程管理,进程同步,是,,
US20040133798,Method and apparatus for preventing a denial of service attack during key     negotiation,网站链接,,操作系统内核,进程管理,死锁,是,Tools and methods for discovering race condition e,
US20040139351,Method and apparatus for generating secured attention sequence,网站链接,,操作系统内核,进程管理,调度,是,,
US20040141013,System and method for directly accessing functionality provided by an application,网站链接,,操作系统内核,进程管理,调度,是,,
US20040143768,Initiating computer system power-up from a USB keyboard,网站链接,,操作系统内核,进程管理,调度,是,hardware and software for scheduling processing of,
US20040148333,Peer-to-peer grouping interfaces and methods,网站链接,,操作系统内核,进程管理,调度,是,,
US20040148463,"Method and system for an atomically updated, central cache memory",网站链接,,操作系统内核,进程管理,调度,是,,
US20040153658,Systems and methods for deterring software piracy in a volume license     environment,网站链接,,操作系统内核,进程管理,调度,是,,
US20040153694,Reliability of diskless network-bootable computers using non-volatile     memory cache,网站链接,,操作系统内核,进程管理,调度,是,,
US20040162841,Prefetching and caching persistent objects,网站链接,,操作系统内核,进程管理,调度,是,,
US20040162930,Highly componentized system architecture with loadable virtual memory manager,网站链接,,操作系统内核,进程管理,调度,是,,
US20040167961,Fragment response cache,网站链接,,操作系统内核,进程管理,调度,是,在执行分布式任务的电脑中实施作业调度，而非使用控制器进行协调。,分布式系统
US20040172424,Method for managing multiple file states for replicated files,网站链接,,操作系统内核,进程管理,调度,是,CPU资源实时调度,
US20040172474,Method and system for delayed allocation of resources,网站链接,,操作系统内核,进程管理,调度,是,facilitating real-time scheduling of CPU resources,
US20040174398,System and method for navigating a graphical user interface on a smaller display,网站链接,,操作系统内核,进程管理,线程控制,是,访问线程种类的对象,
US20040181598,Managing state information across communication sessions between a client     and a server via a stateless protocol,网站链接,,操作系统内核,进程管理,线程控制,是,不同线程类型访问对象的方法,
US20040187122,Systems and methods for enhancing performance of a coprocessor,网站链接,,操作系统内核,进程管理,线程控制,是,应用线程和专用线程合并来实现网络协议处理,
US20040187135,Systems and methods for scheduling coprocessor resources in a computing     system,网站链接,,操作系统内核,进程管理,线程控制,是,an interface for a network application，thread poo,
US20040189707,System and method for filtering and organizing items based on common elements,网站链接,,操作系统内核,进程管理,线程控制,是,thread priority boost for I/O completion ,
US20040193594,File system for displaying items of different types and from different     physical locations,网站链接,,操作系统内核,进程管理,线程控制,是,,
US20040193621,System and method utilizing virtual folders,网站链接,,操作系统内核,进程管理,线程同步,是,threading and communication architecture for a gra,
US20040193672,System and method for virtual folder sharing including utilization of     static and dynamic lists,网站链接,,操作系统内核,"可靠性,安全和保护",others,是,保护级别设置,
US20040193819,System and method for kernel mode memory management having movable kernel objects,网站链接,,操作系统内核,"可靠性,安全和保护",安全信息传输,是,,
US20040194110,Extensible user context system for delivery of notifications,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040194113,Non-blocking buffered inter-machine data transfer with acknowledgement,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040194115,Configurable event handling for user interface components,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040199548,Playback graph for data synchronization,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040199742,Efficient write-watch mechanism useful for garbage collection in a computer system,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,墨迹认证的系统和方法,
US20040201632,System and theme file format for creating visual styles,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040205748,System and method for providing service of automated creation of computer     software production images,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040210630,"Systems and methods for discovering, acquiring and maintaining nodes in a     logical network",网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040210851,Method for navigation between elements on a page of content in a handheld device,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040210897,Automatic detection and installation of client peripheral devices by a     server,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040210900,Providing predictable scheduling of programs using repeating precomputed schedules on discretely scheduled and/or multiprocessor operating systems,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,验证对等连接,
US20040210902,Recyclable locking for multi-threaded computing environments,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040210908,System and method for accessing information made available by a kernel     mode driver,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040215643,Managing user clips,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040215649,Method and system for representing group policy object topology and     relationships,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,防火墙结构,
US20040215811,Method and system for abstracting the interface with network communication     traffic control components,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040215880,Cache-conscious coallocation of hot data streams,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,数字权限管理接入,
US20040216090,Project-based configuration management method and apparatus,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040216132,Runtime polymorphism,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,网络认证,
US20040216137,System and method for user mode applications to register to receive kernel     mode device related events,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040216145,User mode device driver interface,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040221079,Method and system for locking multiple resources in a distributed     environment,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040221094,Software management systems and methods for automotive computing devices,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040221096,Software management systems and methods for automotive computing devices,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040221160,Encryption systems and methods for identifying and coalescing identical     objects encrypted with different keys,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040225675,Associating and using information in a metadirectory,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,数字内容的保护,
US20040225682,Preview mode,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040225844,System and method for employing slot level locking of a cache,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,网络上的联系人身份确认的系统和方法,
US20040225848,Caching based on access rights in connection with a content management     server system or the like,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,网络认证,
US20040226024,Device driver conversion and creation,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040227776,System and method for controlling user interface properties with data,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040230416,Bifurcated operating system having a language neutral component,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,,
US20040230575,Method and system for providing interface defaults,网站链接,,操作系统内核,"可靠性,安全和保护",访问控制,是,信任代理管理,
US20040230576,Mechanism for applying transforms to multi-part files,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,,
US20040230987,Reflection-based processing of input parameters for commands,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,,
US20040236769,System and method for representing content in a file system,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,可信内存,
US20040237053,System and method for implementing an image ancillary to a cursor,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,,
US20040237064,Runtime hosting interfaces,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,静态和运行时的防拆和反调试,
US20040243543,System and method for employing object-based pipelines,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,,
US20040243605,Establishing relationships between objects based on object interfaces,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,,
US20040243644,System and method for delegating file system operations,网站链接,,操作系统内核,"可靠性,安全和保护",内核完整性,是,管理的间谍软件和恶意软件通过自动启动的扩展点,
US20040243824,Securely authorizing the performance of actions,网站链接,,操作系统内核,"可靠性,安全和保护",其他,是,,
US20040243853,System and method for improved network security,网站链接,,操作系统内核,"可靠性,安全和保护",其他,是,为捕捉内核居民的系统和方法,
US20040244011,Operating system event tracker,网站链接,,操作系统内核,"可靠性,安全和保护",其他,是,用于图像认证的资源节约操作系统的系统和方法,
US20040244014,Method for transferring data in a system having multiple transports,网站链接,,操作系统内核,"可靠性,安全和保护",其他,是,策略引擎和用于保护数据的系统和方法,
US20040249780,System and method for employing object-based pipelines,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,备份与恢复数据的方法,
US20040249853,Late bound subscription based event dispatching system and method,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,,
US20040250041,Heap allocation,网站链接,,操作系统内核,可靠性，安全和保护,数据备份,是,,
US20040250087,Dynamic substitution of USB data for on-the-fly encryption/decryption,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,备份和恢复数据,
US20040250107,In-context security advisor in a computing environment,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,,
US20040250172,Transaction-safe FAT file system improvements,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,,
US20040255087,Scalable rundown protection for object lifetime management,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,,
US20040255270,Importation of automatically generated content,网站链接,,操作系统内核,"可靠性,安全和保护",数据备份,是,,
US20040255308,Method and system for activity-based user interfaces,网站链接,,操作系统内核,"可靠性,安全和保护",系统容错,是,保存关机信息,
US20040260800,Dynamic self-configuration for ad hoc peer networking,网站链接,,操作系统内核,可靠性，安全和保护,系统容错,是,容错的分布式计算可以减少延时和有效地容忍冲突,
US20040261036,System and method for manipulating toolbar component dimensions,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040261079,Method and system for maintaining service dependency relationships in a computer system,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,保护网络通信方的私有和匿名性,
US20040261081,Method and system for tracking kernel resource usage,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040261082,System and method for managing cached objects using notification bonds,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040267823,Reconcilable and undoable file system,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,网络安全,
US20040267877,System-wide selective action management,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040267932,System and method for dynamically allocating resources in a client/server environment,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040268146,Distributed expression-based access control,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040268259,Task-sensitive methods and systems for displaying command sets,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040268269,System and method for automatic and dynamic layout of resizable dialog type windows,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,按键压缩,
US20040268340,Managing multiple devices on which operating systems can be automatically deployed,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040268345,Software image creation in a distributed build environment,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,,
US20040268370,Exception handling,网站链接,,操作系统内核,"可靠性,安全和保护",信息安全传输,是,寻呼的操作系统中的保护信息的系统和方法,
US20040268371,Transaction interoperability using host-initiated processing,网站链接,,操作系统内核,可靠性，安全和保护,信息安全传输,是,,
US20050004890,Method and system for converting and plugging user interface terms,网站链接,,操作系统内核,可靠性、安全和保护,访问控制,是,,
US20050004916,Peer-to-peer name resolution wire protocol and message format data structure for use therein,网站链接,,操作系统内核,可靠性、安全和保护,访问控制,是,,
US20050004973,Reflection-based processing of input parameters for commands,网站链接,,操作系统内核,可靠性、安全和保护,访问控制,是,,
US20050005274,Flexible interface for controlling streaming data in passive streaming plug-ins,网站链接,,操作系统内核,可靠性、安全和保护,访问控制,是,,
US20050010876,Method and apparatus for providing a three-dimensional task gallery computer interface,网站链接,,操作系统内核,可靠性、安全和保护,访问控制,是,,
US20050015469,State migration in multiple NIC RDMA enabled devices,网站链接,,操作系统内核,可靠性、安全和保护,信息安全传输,是,,
US20050015562,Block cache size management via virtual memory manager feedback,网站链接,,操作系统内核,可靠性、安全和保护,信息安全传输,是,,分布式系统
US20050015639,Dynamic contextual helper user interface,网站链接,,操作系统内核,可靠性、安全和保护,信息安全传输,是,,
US20050015702,"System and method for testing, simulating, and controlling computer software and hardware",网站链接,,操作系统内核,可靠性、安全和保护,信息安全传输,是,,分布式系统
US20050015780,Method and system for providing information related to elements of a user interface,网站链接,,操作系统内核,可靠性、安全和保护,信息安全传输,是,,
US20050021500,Methods and systems for repairing playlists,网站链接,,操作系统内核,其他,其他,是,multiprocessor systems?,
US20050021917,Controlling memory usage in systems having limited physical memory,网站链接,,操作系统内核,其他,,是,installable software modules,
US20050021969,Delegating certificate validation,网站链接,,操作系统内核,其他,,是,managing computational resources of coprocessors,
US20050022010,Multi-layered firewall architecture,网站链接,,操作系统内核,其他,,是,software licenses ,
US20050022206,Changing user identities without closing applications,网站链接,,操作系统内核,其他,,是,dynamically load or unload operating features ,
US20050022211,Configurable event handling for an interactive design environment,网站链接,,操作系统内核,其他,,是,tracking kernel resource usage,
US20050025363,System and method for accepting disparate types of user input,网站链接,,操作系统内核,其他,,是,operating system registry,
US20050027682,Method and system for defining and controlling algorithmic elements in a graphics display system,网站链接,,操作系统内核,其他,,是,operating system registry,
US20050027734,Extending a directory schema independent of schema modification,网站链接,,操作系统内核,其他,,是,"conserving computer resources, such as electrical ",
US20050027735,Method and system for relocating files that are partially stored in remote storage,网站链接,,操作系统内核,设备管理,其他,是,卸载命名空间设备,
US20050027746,Selective file purging for delete or rename,网站链接,,操作系统内核,设备管理,其他,是,,
US20050027943,System and method for managing objects stored in a cache,网站链接,,操作系统内核,设备管理,其他,是,instrumented hardware devices，驱动,
US20050033718,Cross language migration,网站链接,,操作系统内核,设备管理,其他,是,register，management instrumentation systems,
US20050033846,Resource manager architecture,网站链接,,操作系统内核,设备管理,其他,是,驱动 ,
US20050033932,System and method for data migration,网站链接,,操作系统内核,设备管理,其他,是,method and tool for use in creating a device drive,
US20050033950,Common feature mode for microprocessors in a multiple microprocessor system,网站链接,,操作系统内核,设备管理,其他,是,Stream class driver ,
US20050034129,System and method for terminating applications,网站链接,,操作系统内核,设备管理,其他,是,increasing data throughput using thread scheduling,
US20050034136,Application programming interface enabling application programs to group code and data to control allocation of physical memory in a virtual memory system,网站链接,,操作系统内核,设备管理,其他,是,驱动,
US20050039147,Managing position and size for a desktop component,网站链接,,操作系统内核,设备管理,其他,是,,
US20050043939,Grammar-based automatic data completion and suggestion for user input,网站链接,,操作系统内核,设备管理,其他,是,script-based device drivers ,
US20050044092,Serverless distributed file system,网站链接,,操作系统内核,设备管理,其他,是,script-based device drivers ,
US20050044187,Systems and methods for providing conflict handling for peer-to-peer synchronization of units of information manageable by a hardware/software interface system,网站链接,,操作系统内核,设备管理,其他,是,,
US20050044306,Automotive computing devices with emergency power shut down capabilities,网站链接,,操作系统内核,设备管理,其他,是,高级配置与电源管理接口,
US20050044411,Peer-to-peer authorization method,网站链接,,操作系统内核,设备管理,其他,是,,
US20050044552,Threading and communication architecture for a graphical user interface,网站链接,,操作系统内核,设备管理,其他,是,接口,
US20050044553,Stream class driver for computer operating system,网站链接,,操作系统内核,设备管理,其他,是,,
US20050049881,Computer-aided reading system and method with cross-language reading     wizard,网站链接,,操作系统内核,设备管理,其他,是,,
US20050050053,Systems and methods for the implementation of a core schema for providing a top-level structure for organizing units of information manageable by a hardware/software interface system,网站链接,,操作系统内核,设备管理,其他,是,外围设备为使多种OS使用，引入VDP。,
